,YearStart,LocationDesc,DataValue,DataValueUnit,DataValueType,StratificationCategory1,Stratification1,Binge_Heavy,Description,Age,Question_additional_comments,DataSource,Topic,Question,Definition
2982,2011,Utah,,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2983,2011,Utah,6.7,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2984,2011,Utah,14.5,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2985,2011,Utah,15.7,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2986,2011,Utah,,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2987,2011,Utah,8.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2988,2011,Utah,11.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2989,2011,Utah,11,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2990,2011,Virginia,12.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2991,2011,Virginia,14.5,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2992,2011,Virginia,17.6,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2993,2011,Virginia,22.2,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2994,2011,Virginia,22.8,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2995,2011,Virginia,13.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2996,2011,Virginia,18.4,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2997,2011,Virginia,21,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2998,2011,Virgin Islands,,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
2999,2011,Virgin Islands,,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3000,2011,Virgin Islands,,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3001,2011,Virgin Islands,,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3002,2011,Virgin Islands,,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3003,2011,Virgin Islands,,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3004,2011,Virgin Islands,,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3005,2011,Virgin Islands,,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3006,2011,Vermont,,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3007,2011,Vermont,14.5,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3008,2011,Vermont,27.2,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3009,2011,Vermont,26.1,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3010,2011,Vermont,,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3011,2011,Vermont,22.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3012,2011,Vermont,20.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3013,2011,Vermont,20.4,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3014,2011,Washington,12.1,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3015,2011,Washington,14.3,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3016,2011,Washington,13.4,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3017,2011,Washington,22.1,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3018,2011,Washington,23.4,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3019,2011,Washington,9.2,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3020,2011,Washington,18.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3021,2011,Washington,20.1,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3022,2011,Wisconsin,24.6,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3023,2011,Wisconsin,18.4,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3024,2011,Wisconsin,22.4,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3025,2011,Wisconsin,31.8,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3026,2011,Wisconsin,,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3027,2011,Wisconsin,14.9,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3028,2011,Wisconsin,25.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3029,2011,Wisconsin,26.4,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3030,2011,West Virginia,18.1,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3031,2011,West Virginia,5.9,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3032,2011,West Virginia,,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3033,2011,West Virginia,16.4,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3034,2011,West Virginia,,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3035,2011,California,12.1,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3036,2011,West Virginia,,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3037,2011,West Virginia,11.1,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3038,2011,West Virginia,10.9,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3039,2011,Wyoming,,%,Age-adjusted Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3040,2011,Wyoming,11.5,%,Age-adjusted Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3041,2011,Wyoming,19.5,%,Age-adjusted Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3042,2011,Wyoming,26.5,%,Age-adjusted Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3043,2011,Wyoming,,%,Age-adjusted Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3044,2011,Wyoming,22.1,%,Age-adjusted Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3045,2011,Wyoming,19.2,%,Age-adjusted Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3046,2011,Wyoming,19.1,%,Age-adjusted Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3047,2011,Alaska,,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3048,2011,Alaska,15.6,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3049,2011,Alaska,17,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3050,2011,Alaska,26,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3051,2011,Alaska,28.8,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3052,2011,Alaska,17.8,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3053,2011,Alaska,20.8,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3054,2011,Alaska,20.6,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3055,2011,Alabama,14,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3056,2011,Alabama,7.9,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3057,2011,Alabama,24.2,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3058,2011,Alabama,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3059,2011,Alabama,,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3060,2011,Alabama,13.7,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3061,2011,Alabama,13.3,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3062,2011,Arkansas,13.4,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3063,2011,Arkansas,9.2,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3064,2011,Arkansas,,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3065,2011,Arkansas,19.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3066,2011,Arkansas,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3067,2011,Arkansas,,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3068,2011,Arkansas,14.1,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3069,2011,Arkansas,13.9,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3070,2011,Arizona,,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3071,2011,Arizona,11.7,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3072,2011,Arizona,22.5,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3073,2011,Arizona,23.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3074,2011,Arizona,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3075,2011,Arizona,16.7,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3076,2011,Arizona,17.6,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3077,2011,Arizona,16.4,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3078,2011,California,16.9,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3079,2011,California,20,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3080,2011,California,25.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3081,2011,California,19.7,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3082,2011,California,12.5,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3083,2011,California,18.6,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3084,2011,California,19.8,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3085,2011,Colorado,15.4,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3086,2011,Colorado,14,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3087,2011,Colorado,23.6,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3088,2011,Colorado,26.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3089,2011,Colorado,18.2,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3090,2011,Colorado,9.3,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3091,2011,Colorado,20.1,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3092,2011,Colorado,20.1,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3093,2011,Connecticut,13.4,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3094,2011,Connecticut,11.9,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3095,2011,Connecticut,19.1,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3096,2011,Connecticut,24.4,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3097,2011,Connecticut,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3098,2011,Connecticut,13.2,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3099,2011,Connecticut,17.9,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3100,2011,Connecticut,18.4,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3101,2011,District of Columbia,17.9,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3102,2011,District of Columbia,19.5,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3103,2011,District of Columbia,33.3,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3104,2011,District of Columbia,31.3,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3105,2011,District of Columbia,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3106,2011,District of Columbia,19.8,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3107,2011,District of Columbia,25,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3108,2011,District of Columbia,32.9,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3109,2011,Delaware,15.7,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3110,2011,Delaware,13.9,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3111,2011,Delaware,28,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3112,2011,Delaware,27.2,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3113,2011,Delaware,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3114,2011,Delaware,,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3115,2011,Delaware,20.3,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3116,2011,Delaware,21.2,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3117,2011,Florida,12.9,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3118,2011,Florida,12,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3119,2011,Florida,15.3,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3120,2011,Florida,22.6,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3121,2011,Florida,13,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3122,2011,Florida,17.3,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3123,2011,Florida,17.1,%,Crude Prevalence,Overall,Overall,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3124,2011,Florida,18.9,%,Crude Prevalence,Race/Ethnicity,"White, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3125,2011,Georgia,13.3,%,Crude Prevalence,Race/Ethnicity,"Black, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3126,2011,Georgia,11.1,%,Crude Prevalence,Gender,Female,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3127,2011,Georgia,21.4,%,Crude Prevalence,Race/Ethnicity,Hispanic,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3128,2011,Georgia,22.5,%,Crude Prevalence,Gender,Male,Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3129,2011,Georgia,,%,Crude Prevalence,Race/Ethnicity,"Multiracial, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
3130,2011,Georgia,18.8,%,Crude Prevalence,Race/Ethnicity,"Other, non-Hispanic",Binge,Prevalence,>=18,,BRFSS,Alcohol,Binge drinking prevalence among adults aged >= 18 years,
